dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Up	0.0225360271880523	0.558869766264325	0.308251631344818	0.939218159064198	280	670	15	30	95130	8749	DH	1	Ogc	Glia	intersect_1_H3K36me3_P0_forebrain.bed
Down	0.00000585980556325625	0.462810838994652	0.309446443315659	0.667820821404143	280	670	15	30	95130	8749	DH	1	Ogc	Glia	intersect_1_H3K36me3_P0_forebrain.bed
Up	0.0000923679042072499	1.53125882336435	1.23888181166324	1.87751141876382	808	888	109	47	169709	15685	DH	2	DG.Card6.1	ExN	intersect_2_H3K36me3_P0_forebrain.bed
Down	0.0000158745658901619	0.548791102247088	0.399868470805906	0.736828263721367	808	888	109	47	169709	15685	DH	2	DG.Card6.1	ExN	intersect_2_H3K36me3_P0_forebrain.bed
Up	0.0005490755565256	1.42201277249169	1.16202499439811	1.7271660597451	971	690	118	45	166396	14752	DH	3	DG.Card6.2	ExN	intersect_3_H3K36me3_P0_forebrain.bed
Down	0.0313471177321182	0.7172069121215	0.517650997107604	0.971401646230283	971	690	118	45	166396	14752	DH	3	DG.Card6.2	ExN	intersect_3_H3K36me3_P0_forebrain.bed
Up	0.0035270257444559	1.33767647104316	1.0987873016314	1.61664533026866	1079	787	123	54	186705	16382	DH	4	CA1	ExN	intersect_4_H3K36me3_P0_forebrain.bed
Down	0.0580765218288186	0.76591829161725	0.569614599355926	1.01103275917963	1079	787	123	54	186705	16382	DH	4	CA1	ExN	intersect_4_H3K36me3_P0_forebrain.bed
Up	0.0120470299836894	1.32452303442015	1.05684008629289	1.64430976847614	796	767	95	55	156444	14521	DH	5	DG.Penk	ExN	intersect_5_H3K36me3_P0_forebrain.bed
Down	0.0455752389411374	0.755016135289845	0.562783923344226	0.994648626061811	796	767	95	55	156444	14521	DH	5	DG.Penk	ExN	intersect_5_H3K36me3_P0_forebrain.bed
Up	0.00531531098628696	1.313563726992	1.08316437919321	1.58183169393455	1109	729	128	53	183960	16622	DH	6	Inh	InN	intersect_6_H3K36me3_P0_forebrain.bed
Down	0.105159607479002	0.789274588117892	0.584874972923141	1.04529769582195	1109	729	128	53	183960	16622	DH	6	Inh	InN	intersect_6_H3K36me3_P0_forebrain.bed
Up	0.171673960505903	1.15122022617307	0.930931306999267	1.41116632981348	1020	719	105	62	174031	15775	DH	7	Sub_Ent	ExN	intersect_7_H3K36me3_P0_forebrain.bed
Down	0.744752978707646	0.94670858355882	0.717167690113484	1.23030768601986	1020	719	105	62	174031	15775	DH	7	Sub_Ent	ExN	intersect_7_H3K36me3_P0_forebrain.bed
Up	0.470805910134448	1.13451965599855	0.789181982222167	1.58897943069129	394	801	38	48	119613	10286	DH	8	Asc	Glia	intersect_8_H3K36me3_P0_forebrain.bed
Down	0.00771958918178759	0.677552763670412	0.494782013623138	0.908293690146028	394	801	38	48	119613	10286	DH	8	Asc	Glia	intersect_8_H3K36me3_P0_forebrain.bed
Up	0.000685396611872657	1.40339773469704	1.15409753002194	1.69438771520243	1055	817	125	54	187318	16372	DH	9	CA2-3	ExN	intersect_9_H3K36me3_P0_forebrain.bed
Down	0.0296537121198959	0.738941290506658	0.549759144146967	0.97501029090099	1055	817	125	54	187318	16372	DH	9	CA2-3	ExN	intersect_9_H3K36me3_P0_forebrain.bed
Up	0.0229300782008349	0.648408464819098	0.425737263905266	0.950643638378554	488	298	28	21	79968	6863	DH	10	Mcg	Immune	intersect_10_H3K36me3_P0_forebrain.bed
Down	0.406544236038516	0.807540559546444	0.491638299929478	1.26017525963493	488	298	28	21	79968	6863	DH	10	Mcg	Immune	intersect_10_H3K36me3_P0_forebrain.bed
Up	0.201041545470031	1.20828248915084	0.885855751383656	1.61715147029912	508	1125	51	48	163428	13818	DH	11	Choroid_Plexus	Glia	intersect_11_H3K36me3_P0_forebrain.bed
Down	0.0000000462302605025714	0.482560975806327	0.353387549328189	0.644775969678663	508	1125	51	48	163428	13818	DH	11	Choroid_Plexus	Glia	intersect_11_H3K36me3_P0_forebrain.bed
Up	0.0328794426438533	0.596920438552273	0.349542064399341	0.957653926089575	379	579	18	20	95959	7398	DH	12	Opc	Glia	intersect_12_H3K36me3_P0_forebrain.bed
Down	0.000030431069469774	0.428300932910617	0.259438254281563	0.668430868737123	379	579	18	20	95959	7398	DH	12	Opc	Glia	intersect_12_H3K36me3_P0_forebrain.bed
Up	0.2444079205951	0.397820629151463	0.0475047882182168	1.47628116274255	108	146	2	1	25507	1155	DH	13	Endo	Glia	intersect_13_H3K36me3_P0_forebrain.bed
Down	0.0156033627798244	0.145401731407072	0.00365689528976947	0.824741822521319	108	146	2	1	25507	1155	DH	13	Endo	Glia	intersect_13_H3K36me3_P0_forebrain.bed
Up	0.588669520104844	0.805519323605012	0.409860498330629	1.43607174035842	254	134	12	3	38904	2256	DH	14	Pericytes	Glia	intersect_14_H3K36me3_P0_forebrain.bed
Down	0.0922654023390046	0.372021807902842	0.0756796818784593	1.11282486206021	254	134	12	3	38904	2256	DH	14	Pericytes	Glia	intersect_14_H3K36me3_P0_forebrain.bed
Up	1	0.974162969096563	0.309631701438672	2.34893737499987	117	125	5	1	24510	1074	DH	15	SMC	Glia	intersect_15_H3K36me3_P0_forebrain.bed
Down	0.0460816387309627	0.17598378548011	0.00441952527025468	1.00095353192597	117	125	5	1	24510	1074	DH	15	SMC	Glia	intersect_15_H3K36me3_P0_forebrain.bed
Up	0.393515556355071	1.09989039087911	0.877870019505043	1.36429907569243	960	1031	93	52	199242	17704	FC	1	L2-3	ExN	intersect_1_H3K36me3_P0_forebrain.bed
Down	0.00000465103951214393	0.544657072778253	0.403723005299643	0.720447025608574	960	1031	93	52	199242	17704	FC	1	L2-3	ExN	intersect_1_H3K36me3_P0_forebrain.bed
Up	0.0476772281781341	0.705752606556615	0.485268925796998	0.996622357220352	493	759	35	47	125308	12243	FC	2	Ogc	Glia	intersect_2_H3K36me3_P0_forebrain.bed
Down	0.000567747812772821	0.609620738389364	0.443513777362325	0.819969794916325	493	759	35	47	125308	12243	FC	2	Ogc	Glia	intersect_2_H3K36me3_P0_forebrain.bed
Up	0.027708562020924	1.26340346543571	1.02320434604649	1.5467092239882	984	1015	107	42	200022	17615	FC	3	L4	ExN	intersect_3_H3K36me3_P0_forebrain.bed
Down	0.0000000113823125852853	0.446988615232497	0.319948042080251	0.609033780724931	984	1015	107	42	200022	17615	FC	3	L4	ExN	intersect_3_H3K36me3_P0_forebrain.bed
Up	0.0109666374329853	1.27232196187472	1.05330353160606	1.52659030585782	1161	773	133	64	193564	17866	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K36me3_P0_forebrain.bed
Down	0.383779817659748	0.887706148716758	0.675956144715283	1.14818354165077	1161	773	133	64	193564	17866	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K36me3_P0_forebrain.bed
Up	0.014327006552599	1.32825848735445	1.05386570288698	1.65759542075705	739	720	91	67	146010	13961	FC	5	Asc	Glia	intersect_5_H3K36me3_P0_forebrain.bed
Down	0.898826805587652	0.97046515088715	0.742649914961792	1.25015633803443	739	720	91	67	146010	13961	FC	5	Asc	Glia	intersect_5_H3K36me3_P0_forebrain.bed
Up	0.1256094376416	1.16023358138991	0.952891732176445	1.40202403546634	1209	894	121	54	210530	18415	FC	6	L5a.Deptor	ExN	intersect_6_H3K36me3_P0_forebrain.bed
Down	0.00355206784956458	0.67068570175051	0.499391520791099	0.883985622918792	1209	894	121	54	210530	18415	FC	6	L5a.Deptor	ExN	intersect_6_H3K36me3_P0_forebrain.bed
Up	0.0260339106746053	1.28374442490011	1.02593134052248	1.59114749325341	831	549	96	49	138185	12761	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K36me3_P0_forebrain.bed
Down	0.882501787007615	0.963211467844765	0.702688654104229	1.29410109873253	831	549	96	49	138185	12761	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K36me3_P0_forebrain.bed
Up	0.0000063137005562156	1.57717573880376	1.29691827150337	1.9051371959989	901	952	128	57	185436	17619	FC	8	L6	ExN	intersect_8_H3K36me3_P0_forebrain.bed
Down	0.00012332859488042	0.606607725015513	0.455509592126379	0.793689119554352	901	952	128	57	185436	17619	FC	8	L6	ExN	intersect_8_H3K36me3_P0_forebrain.bed
Up	0.933632534073236	0.974015025367147	0.681177049982516	1.3577469412958	415	479	39	30	89535	8617	FC	9	Mgc	Immune	intersect_9_H3K36me3_P0_forebrain.bed
Down	0.012544959222403	0.627431757552463	0.418058322877076	0.90913140213716	415	479	39	30	89535	8617	FC	9	Mgc	Immune	intersect_9_H3K36me3_P0_forebrain.bed
Up	0.00000000143633838547542	1.74786999710018	1.46620688461518	2.0727898210858	1027	792	160	70	182065	17387	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K36me3_P0_forebrain.bed
Down	0.544438203241385	0.918267890350925	0.707575719463383	1.17541194710313	1027	792	160	70	182065	17387	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K36me3_P0_forebrain.bed
Up	0.012376331308461	1.28635262617328	1.05119224901035	1.56229835474692	963	857	118	83	182165	17839	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K36me3_P0_forebrain.bed
Down	0.954107985506244	0.987808761308963	0.777568785888044	1.24071729809088	963	857	118	83	182165	17839	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K36me3_P0_forebrain.bed
Up	0.000501457095710132	1.49879240530255	1.19023685784615	1.86905226045337	720	1295	92	91	201630	17953	FC	12	Claustrum	ExN	intersect_12_H3K36me3_P0_forebrain.bed
Down	0.0163822398088208	0.773247311443429	0.617510893593271	0.958053110332725	720	1295	92	91	201630	17953	FC	12	Claustrum	ExN	intersect_12_H3K36me3_P0_forebrain.bed
Up	0.139680317259108	0.792980977650654	0.571704762272967	1.07553017088917	630	686	45	34	132553	11721	FC	13	Opc	Glia	intersect_13_H3K36me3_P0_forebrain.bed
Down	0.000149068093393206	0.537595879297926	0.368892720660765	0.759419125176479	630	686	45	34	132553	11721	FC	13	Opc	Glia	intersect_13_H3K36me3_P0_forebrain.bed
Up	0.326399624600836	1.15200805398573	0.854976986717656	1.52528206453663	544	1473	55	109	201880	17957	FC	14	L5.Parm1	ExN	intersect_14_H3K36me3_P0_forebrain.bed
Down	0.0431802120570304	0.818473791702124	0.666705545827878	0.996029904477417	544	1473	55	109	201880	17957	FC	14	L5.Parm1	ExN	intersect_14_H3K36me3_P0_forebrain.bed
