dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Up	0.039359472028555	0.331233408801765	0.0678492912567146	0.979062193153466	280	670	3	27	95130	3012	DH	1	Ogc	Glia	intersect_1_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.221675415304941	1.2842227355588	0.838270979437351	1.89011488664714	280	670	3	27	95130	3012	DH	1	Ogc	Glia	intersect_1_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00290208789625409	1.74338252689721	1.19690000930624	2.46117542007635	808	888	34	36	169709	4171	DH	2	DG.Card6.1	ExN	intersect_2_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.00445678719651179	1.67693571738926	1.16484341853554	2.34438444643588	808	888	34	36	169709	4171	DH	2	DG.Card6.1	ExN	intersect_2_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.000720504816068122	1.78707692413101	1.27191447467366	2.44772177876568	971	690	41	26	166396	4006	DH	3	DG.Card6.2	ExN	intersect_3_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0249631744754412	1.58725355773578	1.02786609166439	2.35029105105672	971	690	41	26	166396	4006	DH	3	DG.Card6.2	ExN	intersect_3_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.0000137143117309163	1.97277938210549	1.46119636402334	2.61182607843055	1079	787	52	43	186705	4672	DH	4	CA1	ExN	intersect_4_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.00000323908016480992	2.25199817584547	1.61356618778626	3.06833471191742	1079	787	52	43	186705	4672	DH	4	CA1	ExN	intersect_4_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00513029313343309	1.70546890528472	1.15645449472167	2.43258143546056	796	767	32	28	156444	3750	DH	5	DG.Penk	ExN	intersect_5_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0321735422537523	1.54274731523962	1.01663451374471	2.25222558359495	796	767	32	28	156444	3750	DH	5	DG.Penk	ExN	intersect_5_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.281480615702501	0.773619377268722	0.476429701428938	1.19007687720083	1109	729	21	16	183960	4478	DH	6	Inh	InN	intersect_6_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.80916368229271	0.899430110649237	0.510840226955185	1.47248974241868	1109	729	21	16	183960	4478	DH	6	Inh	InN	intersect_6_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.682259866151415	0.888339434070332	0.553553624007685	1.3544342133374	1020	719	22	20	174031	4214	DH	7	Sub_Ent	ExN	intersect_7_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.541588652629064	1.15302456885801	0.699189756606335	1.79694435042349	1020	719	22	20	174031	4214	DH	7	Sub_Ent	ExN	intersect_7_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.0398215198051167	0.374805215137635	0.101533618089494	0.968325743575005	394	801	4	33	119613	3186	DH	8	Asc	Glia	intersect_8_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0151667896028662	1.57019029884098	1.0711217440142	2.22875290150113	394	801	4	33	119613	3186	DH	8	Asc	Glia	intersect_8_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00000271152497351842	2.09524443470111	1.55153855570484	2.77464652532118	1055	817	52	27	187318	4523	DH	9	CA2-3	ExN	intersect_9_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.108402535950499	1.38123322996688	0.903416869572303	2.02799854856951	1055	817	52	27	187318	4523	DH	9	CA2-3	ExN	intersect_9_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.177499456156103	0.622496465717615	0.282523353362344	1.1937475938954	488	298	9	20	79968	2343	DH	10	Mcg	Immune	intersect_10_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.000748847622832814	2.3834359594071	1.43085089872694	3.76136246819972	488	298	9	20	79968	2343	DH	10	Mcg	Immune	intersect_10_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.483736574302691	0.747925345453502	0.35620938569061	1.38843609710995	508	1125	10	39	163428	4273	DH	11	Choroid_Plexus	Glia	intersect_11_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0906040446755557	1.33758276250208	0.944483335889357	1.84356535877787	508	1125	10	39	163428	4273	DH	11	Choroid_Plexus	Glia	intersect_11_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00203749465429004	0.106597925524765	0.00269410561975978	0.598079324038253	379	579	1	22	95959	2324	DH	12	Opc	Glia	intersect_12_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0407777753228123	1.59133454825068	0.987192453621126	2.43961225520411	379	579	1	22	95959	2324	DH	12	Opc	Glia	intersect_12_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.137177041972282	1.96322803075049	0.701713753994645	4.4427481988054	108	146	6	3	25507	742	DH	13	Endo	Glia	intersect_13_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.802788203793493	0.700202677266444	0.142394461310772	2.09611015841905	108	146	6	3	25507	742	DH	13	Endo	Glia	intersect_13_H3K9me3_reprocessed_P0_forebrain.bed
Up	1	0.846964617620748	0.271937687410426	2.01053849898423	254	134	5	4	38904	901	DH	14	Pericytes	Glia	intersect_14_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.55679090266911	1.29779378782849	0.347620883418718	3.41468267881624	254	134	5	4	38904	901	DH	14	Pericytes	Glia	intersect_14_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.500672749069115	1.32022031274194	0.267339853005119	3.98030017277572	117	125	3	2	24510	479	DH	15	SMC	Glia	intersect_15_H3K9me3_reprocessed_P0_forebrain.bed
Down	1	0.815763608629373	0.0974144598987585	3.0262466442404	117	125	3	2	24510	479	DH	15	SMC	Glia	intersect_15_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247126405046835	11.311475553144	9.56314280489838	13.3190801772657	960	1031	189	27	199242	4227	FC	1	L2-3	ExN	intersect_1_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.277000813544347	1.24069353572844	0.812514577612975	1.81884813458911	960	1031	189	27	199242	4227	FC	1	L2-3	ExN	intersect_1_H3K9me3_reprocessed_P0_forebrain.bed
Up	1	0.971605289685284	0.498000500854742	1.71553689799395	493	759	12	24	125308	3137	FC	2	Ogc	Glia	intersect_2_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.242912359392732	1.27167411771223	0.808287355093485	1.91075061924736	493	759	12	24	125308	3137	FC	2	Ogc	Glia	intersect_2_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228133639310488	9.78091839190594	8.22588002513	11.5781980913469	984	1015	172	24	200022	4240	FC	3	L4	ExN	intersect_3_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.583767292956825	1.11826283241705	0.712217870133603	1.67601938194406	984	1015	172	24	200022	4240	FC	3	L4	ExN	intersect_3_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.207753137611284	0.724571699934586	0.420160824325601	1.16682040178311	1161	773	17	25	193564	3890	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.0205474788308348	1.62963833836517	1.04648028993855	2.42863866570823	1161	773	17	25	193564	3890	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.264339309290806	1.26601216677625	0.777733151704816	1.95350002334194	739	720	21	21	146010	3297	FC	5	Asc	Glia	intersect_5_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.255348314345604	1.30042432447387	0.798757848688904	2.0069561747036	739	720	21	21	146010	3297	FC	5	Asc	Glia	intersect_5_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00000932561389024531	2.03360145925497	1.49324023185792	2.71170107001912	1209	894	49	16	210530	4284	FC	6	L5a.Deptor	ExN	intersect_6_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.721163173659962	0.877327452328204	0.498796790257117	1.43450911641636	1209	894	49	16	210530	4284	FC	6	L5a.Deptor	ExN	intersect_6_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.153783838286393	0.654667255959898	0.336494766268031	1.15156735012037	831	549	12	21	138185	3025	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.017907911799868	1.77707305029088	1.08919136088582	2.74999439278075	831	549	12	21	138185	3025	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.00000000000000000000000000000000522822777773549	5.22044285201313	4.13661336475102	6.52121329494171	901	952	89	13	185436	3813	FC	8	L6	ExN	intersect_8_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.16706829368673	0.659450378862739	0.349483383936991	1.13460187022236	901	952	89	13	185436	3813	FC	8	L6	ExN	intersect_8_H3K9me3_reprocessed_P0_forebrain.bed
Up	0.0478102471886561	1.63212263861876	0.95566232714164	2.61886653870061	415	479	18	13	89535	2420	FC	9	Mgc	Immune	intersect_9_H3K9me3_reprocessed_P0_forebrain.bed
Down	0.888064777022427	1.00423438056018	0.529917036141415	1.73763265532438	415	479	18	13	89535	2420	FC	9	Mgc	Immune	intersect_9_H3K9me3_reprocessed_P0_forebrain.bed
