dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Up	0.000131132846799729	1.6708418688624	1.28135538404315	2.16395212147141	280	670	87	123	95130	20212	DH	1	Ogc	Glia	intersect_1_H3K4me1_P0_forebrain.bed
Down	0.0715400702767037	0.833482043600662	0.679337691672511	1.01595593744216	280	670	87	123	95130	20212	DH	1	Ogc	Glia	intersect_1_H3K4me1_P0_forebrain.bed
Up	0.306031477408129	0.904213513337228	0.742822322754179	1.09345707653111	808	888	129	108	169709	29467	DH	2	DG.Card6.1	ExN	intersect_2_H3K4me1_P0_forebrain.bed
Down	0.0000233849437320683	0.65898270608327	0.533564332621058	0.807100018514108	808	888	129	108	169709	29467	DH	2	DG.Card6.1	ExN	intersect_2_H3K4me1_P0_forebrain.bed
Up	0.734762210124625	1.02897527545978	0.867842559072171	1.21443983524359	971	690	174	75	166396	29125	DH	3	DG.Card6.2	ExN	intersect_3_H3K4me1_P0_forebrain.bed
Down	0.00000165927161123733	0.574781915817716	0.445917712827537	0.731695873730839	971	690	174	75	166396	29125	DH	3	DG.Card6.2	ExN	intersect_3_H3K4me1_P0_forebrain.bed
Up	0.508756274786939	1.05423803180759	0.894196217701653	1.23739388250913	1079	787	184	94	186705	30468	DH	4	CA1	ExN	intersect_4_H3K4me1_P0_forebrain.bed
Down	0.000696497384818509	0.695562675601151	0.554445729201693	0.864167796701273	1079	787	184	94	186705	30468	DH	4	CA1	ExN	intersect_4_H3K4me1_P0_forebrain.bed
Up	0.10518340271662	1.15749204610044	0.967093479967089	1.37885465385331	796	767	161	87	156444	28110	DH	5	DG.Penk	ExN	intersect_5_H3K4me1_P0_forebrain.bed
Down	0.000000657010918641089	0.584111412494957	0.461585596959147	0.731343295191245	796	767	161	87	156444	28110	DH	5	DG.Penk	ExN	intersect_5_H3K4me1_P0_forebrain.bed
Up	0.603003605667572	1.04171406001055	0.887737208972907	1.2173918173334	1109	729	196	151	183960	31433	DH	6	Inh	InN	intersect_6_H3K4me1_P0_forebrain.bed
Down	0.0118476205733344	1.26767868940612	1.0522455947989	1.51956587363139	1109	729	196	151	183960	31433	DH	6	Inh	InN	intersect_6_H3K4me1_P0_forebrain.bed
Up	0.000994782855178916	1.29619065225064	1.1096470836777	1.50895999856559	1020	719	216	96	174031	29878	DH	7	Sub_Ent	ExN	intersect_7_H3K4me1_P0_forebrain.bed
Down	0.00633472397363155	0.74345867520656	0.593091466741085	0.923339715788837	1020	719	216	96	174031	29878	DH	7	Sub_Ent	ExN	intersect_7_H3K4me1_P0_forebrain.bed
Up	0.0000610269230847372	1.57977683968597	1.26261968976011	1.96665554014317	394	801	119	216	119613	25719	DH	8	Asc	Glia	intersect_8_H3K4me1_P0_forebrain.bed
Down	0.000284642960502559	1.34797020393886	1.14710718360695	1.57929338810789	394	801	119	216	119613	25719	DH	8	Asc	Glia	intersect_8_H3K4me1_P0_forebrain.bed
Up	0.241993542220741	1.0993180906368	0.932733447081629	1.28998590982404	1055	817	186	108	187318	30528	DH	9	CA2-3	ExN	intersect_9_H3K4me1_P0_forebrain.bed
Down	0.0174802836167259	0.782345267499407	0.632695104636047	0.959482326467586	1055	817	186	108	187318	30528	DH	9	CA2-3	ExN	intersect_9_H3K4me1_P0_forebrain.bed
Up	0.000000160164086563755	1.70361465627863	1.39720925163402	2.06971346537636	488	298	154	57	79968	17033	DH	10	Mcg	Immune	intersect_10_H3K4me1_P0_forebrain.bed
Down	0.395070186630659	0.873896410758204	0.642575587643744	1.17129331720795	488	298	154	57	79968	17033	DH	10	Mcg	Immune	intersect_10_H3K4me1_P0_forebrain.bed
Up	0.0417580165469071	1.25130645549698	1.00180030236183	1.55196266730836	508	1125	108	263	163428	29005	DH	11	Choroid_Plexus	Glia	intersect_11_H3K4me1_P0_forebrain.bed
Down	0.00000208398930411746	1.41399417555936	1.22620059077245	1.62620684434396	508	1125	108	263	163428	29005	DH	11	Choroid_Plexus	Glia	intersect_11_H3K4me1_P0_forebrain.bed
Up	0.00000000205399763407192	1.93764785307362	1.56157134798938	2.39703090026686	379	579	142	149	95959	22665	DH	12	Opc	Glia	intersect_12_H3K4me1_P0_forebrain.bed
Down	0.238946437669247	1.12056543212122	0.923186517790137	1.35397834521874	379	579	142	149	95959	22665	DH	12	Opc	Glia	intersect_12_H3K4me1_P0_forebrain.bed
Up	0.285336808902305	1.255256608738	0.816244516664025	1.89981781503332	108	146	36	37	25507	7266	DH	13	Endo	Glia	intersect_13_H3K4me1_P0_forebrain.bed
Down	0.461886204812316	0.852184396537854	0.569786386380398	1.24906349540651	108	146	36	37	25507	7266	DH	13	Endo	Glia	intersect_13_H3K4me1_P0_forebrain.bed
Up	0.184016359131565	1.19660638941924	0.906600702462394	1.56836109160476	254	134	81	49	38904	10941	DH	14	Pericytes	Glia	intersect_14_H3K4me1_P0_forebrain.bed
Down	0.0340925183586006	1.4733270514083	1.0140875048114	2.12005774506941	254	134	81	49	38904	10941	DH	14	Pericytes	Glia	intersect_14_H3K4me1_P0_forebrain.bed
Up	0.839977620046927	1.04087512477189	0.681897189348552	1.56118061575435	117	125	36	29	24510	7334	DH	15	SMC	Glia	intersect_15_H3K4me1_P0_forebrain.bed
Down	0.11669521239572	0.70745306689062	0.44969819913487	1.08264618894884	117	125	36	29	24510	7334	DH	15	SMC	Glia	intersect_15_H3K4me1_P0_forebrain.bed
Up	0.0897461167473042	0.849291878013477	0.700149456390507	1.02332566425774	960	1031	130	111	199242	31023	FC	1	L2-3	ExN	intersect_1_H3K4me1_P0_forebrain.bed
Down	0.000010582911848044	0.654226656657523	0.532146259262307	0.797698295180142	960	1031	130	111	199242	31023	FC	1	L2-3	ExN	intersect_1_H3K4me1_P0_forebrain.bed
Up	0.0000161982511200146	1.57209446844827	1.27875466643535	1.92331927374112	493	759	134	130	125308	24043	FC	2	Ogc	Glia	intersect_2_H3K4me1_P0_forebrain.bed
Down	0.165195162025006	0.870490641761525	0.714688262781372	1.05357235214011	493	759	134	130	125308	24043	FC	2	Ogc	Glia	intersect_2_H3K4me1_P0_forebrain.bed
Up	0.0168629617026322	0.797275034546457	0.655270962696097	0.963222970274496	984	1015	125	119	200022	30873	FC	3	L4	ExN	intersect_3_H3K4me1_P0_forebrain.bed
Down	0.000910334802156695	0.727663732778692	0.595622216270697	0.882245645163232	984	1015	125	119	200022	30873	FC	3	L4	ExN	intersect_3_H3K4me1_P0_forebrain.bed
Up	0.666349828735586	0.961746677566693	0.818825477314041	1.12481434298124	1161	773	191	93	193564	32895	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K4me1_P0_forebrain.bed
Down	0.000174420007847845	0.668003094458049	0.531766011804398	0.830941581330521	1161	773	191	93	193564	32895	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K4me1_P0_forebrain.bed
Up	0.285449022723035	1.09989360573338	0.915335466196394	1.31522959375594	739	720	156	159	146010	28571	FC	5	Asc	Glia	intersect_5_H3K4me1_P0_forebrain.bed
Down	0.0902485980244374	1.16502563865969	0.970187573166288	1.39242969497729	739	720	156	159	146010	28571	FC	5	Asc	Glia	intersect_5_H3K4me1_P0_forebrain.bed
Up	0.0867794799401028	0.865971429052914	0.730362194329817	1.02148134788102	1209	894	166	150	210530	32686	FC	6	L5a.Deptor	ExN	intersect_6_H3K4me1_P0_forebrain.bed
Down	0.308574285476713	1.09699932674438	0.913897910828437	1.30950357857848	1209	894	166	150	210530	32686	FC	6	L5a.Deptor	ExN	intersect_6_H3K4me1_P0_forebrain.bed
Up	0.000247256901783358	1.3526014027708	1.15017349255804	1.58545800619872	831	549	209	76	138185	27497	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K4me1_P0_forebrain.bed
Down	0.000260385889058319	0.646804002739773	0.50060393778322	0.82587877395648	831	549	209	76	138185	27497	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K4me1_P0_forebrain.bed
Up	0.00113397292811303	0.725250314196795	0.589388860301923	0.885329020169309	901	952	112	161	185436	30354	FC	8	L6	ExN	intersect_8_H3K4me1_P0_forebrain.bed
Down	0.660538703236688	1.03991336873008	0.871896908457922	1.23402724424612	901	952	112	161	185436	30354	FC	8	L6	ExN	intersect_8_H3K4me1_P0_forebrain.bed
Up	0.137270247596568	1.19573729015368	0.939315739317027	1.51016002068999	415	479	94	104	89535	17613	FC	9	Mgc	Immune	intersect_9_H3K4me1_P0_forebrain.bed
Down	0.273461553844826	1.13250820953563	0.901855872799566	1.41173781172205	415	479	94	104	89535	17613	FC	9	Mgc	Immune	intersect_9_H3K4me1_P0_forebrain.bed
Up	0.400767017979297	1.07196571052148	0.907480072671452	1.26067433772331	1027	792	181	143	182065	30292	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K4me1_P0_forebrain.bed
Down	0.292789285788092	1.10399860532522	0.914223628099058	1.32558227703621	1027	792	181	143	182065	30292	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K4me1_P0_forebrain.bed
Up	0.863665605947857	1.0128819987308	0.851304198119416	1.19920729983116	963	857	166	160	182165	31070	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K4me1_P0_forebrain.bed
Down	0.218991324506918	1.11636944794063	0.933766519920929	1.32804704603595	963	857	166	160	182165	31070	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K4me1_P0_forebrain.bed
Up	0.678729553868537	0.953388212439787	0.768068906378672	1.17383994571875	720	1295	106	201	201630	30913	FC	12	Claustrum	ExN	intersect_12_H3K4me1_P0_forebrain.bed
Down	0.846616964430068	1.01464642032796	0.868169633239553	1.18101813506212	720	1295	106	201	201630	30913	FC	12	Claustrum	ExN	intersect_12_H3K4me1_P0_forebrain.bed
Up	0.0000000000000679238669389983	1.93335992328995	1.63028883823599	2.28767367021864	630	686	212	193	132553	27545	FC	13	Opc	Glia	intersect_13_H3K4me1_P0_forebrain.bed
Down	0.00000558673260890361	1.49240991849439	1.25632863859199	1.76721457518884	630	686	212	193	132553	27545	FC	13	Opc	Glia	intersect_13_H3K4me1_P0_forebrain.bed
Up	0.952876503668046	0.985669575171513	0.771390692194214	1.24652771929288	544	1473	84	244	201880	31555	FC	14	L5.Parm1	ExN	intersect_14_H3K4me1_P0_forebrain.bed
Down	0.330968293394952	1.07165436866486	0.929745228506513	1.23110438379256	544	1473	84	244	201880	31555	FC	14	L5.Parm1	ExN	intersect_14_H3K4me1_P0_forebrain.bed
Up	0.900628505730483	0.937903732918694	0.541520301938027	1.5655927517757	81	231	21	58	31388	8530	FC	15	Endo	Glia	intersect_15_H3K4me1_P0_forebrain.bed
Down	0.504934004963537	0.898407136381297	0.654727419974025	1.21749862318177	81	231	21	58	31388	8530	FC	15	Endo	Glia	intersect_15_H3K4me1_P0_forebrain.bed
Up	0.00171408711061874	1.66149392819003	1.19869743299671	2.28715329815685	171	366	64	110	53838	14251	FC	16	Peri	Glia	intersect_16_H3K4me1_P0_forebrain.bed
Down	0.122558842375014	1.19355960721232	0.944951496028019	1.49942517561674	171	366	64	110	53838	14251	FC	16	Peri	Glia	intersect_16_H3K4me1_P0_forebrain.bed
Up	0.140863658986763	1.23800734823344	0.914272171157698	1.65538756075724	267	954	61	243	122257	23598	FC	17	L5b.Fezf2	ExN	intersect_17_H3K4me1_P0_forebrain.bed
Down	0.00000319570389992644	1.42888194240815	1.2292312504991	1.65646280103128	267	954	61	243	122257	23598	FC	17	L5b.Fezf2	ExN	intersect_17_H3K4me1_P0_forebrain.bed
Up	0.157880848255384	1.16405629318194	0.939508828458576	1.43626729162767	419	70	133	22	49087	14012	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K4me1_P0_forebrain.bed
Down	0.597333240527099	1.14728574563891	0.659265713433731	1.93847346255773	419	70	133	22	49087	14012	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K4me1_P0_forebrain.bed
Up	0.000000000000270489679244318	0.544069767647302	0.454963871186664	0.647398947118634	844	662	160	135	150726	45319	HT	1	CM	Muscle	intersect_1_H3K4me1_P0_heart.bed
